,TrueEnergy,DNNEnergy
202,910.715,1257.232
203,354.394,234.230
204,377.050,900.256
205,302.128,255.236
206,415.764,221.762
207,344.855,397.247
208,1882.820,1249.139
209,602.482,654.005
210,1104.450,385.447
211,425.487,379.633
212,562.847,654.324
213,672.377,733.092
214,489.508,1375.444
215,770.275,402.923
216,444.390,140.835
217,734.471,940.441
218,1409.540,1292.385
219,440.988,594.024
220,532.038,396.198
221,653.772,639.239
222,1440.570,724.819
223,382.926,481.907
224,910.224,715.088
225,328.176,381.918
226,1010.270,830.947
227,390.044,283.073
228,455.417,445.750
229,486.754,753.856
230,764.241,404.875
231,1547.300,573.603
232,221.804,17.530
233,910.497,620.659
234,697.446,872.465
235,525.814,971.942
236,256.855,103.553
237,1212.860,413.432
238,495.318,649.851
239,2161.220,682.126
240,508.913,711.604
241,614.940,1027.571
242,358.634,341.564
243,356.257,180.786
244,624.982,427.559
245,1088.430,435.263
246,1422.280,1170.414
247,511.947,789.364
248,400.476,512.509
249,622.040,806.205
250,252.644,377.259
251,2121.660,635.242
252,414.160,176.445
253,522.329,1277.047
254,632.060,533.308
255,347.954,78.971
256,295.480,413.316
257,1010.890,556.216
258,321.949,299.607
259,656.887,317.571
260,419.734,366.138
261,515.808,300.293
262,193.300,268.737
263,555.261,531.769
264,277.414,214.262
265,432.747,581.286
266,1137.900,1172.780
267,868.201,451.390
268,550.420,494.810
269,420.851,573.414
270,285.979,324.020
271,1813.460,313.610
272,708.172,317.626
273,700.813,555.470
274,587.760,1745.162
275,843.107,490.064
276,332.785,39.062
277,323.172,260.229
278,639.251,577.014
279,487.377,564.533
280,655.043,290.422
281,346.103,432.647
282,536.075,440.344
283,476.117,135.885
284,413.774,519.502
285,417.512,476.345
286,285.516,276.605
287,226.131,259.105
288,3987.300,350.304
289,469.548,699.450
290,618.807,1278.521
291,439.529,1013.035
292,234.250,164.562
293,1167.900,527.872
294,442.688,740.985
295,378.729,656.125
296,298.512,406.463
297,422.287,1134.531
298,549.994,611.075
299,282.086,319.313
300,217.843,394.430
301,4468.630,727.586
302,411.413,358.686
303,476.064,401.399
304,782.711,1430.177
305,314.067,236.519
306,455.775,468.891
307,215.054,262.209
308,544.654,578.730
309,364.691,304.248
310,589.773,1468.623
311,1825.640,729.721
312,302.889,320.611
313,238.294,246.423
314,1489.060,925.465
315,429.579,343.991
316,590.527,551.812
317,525.829,723.452
318,1146.010,420.418
319,1059.280,867.471
320,200.926,364.438
321,269.265,349.050
322,1317.630,647.558
323,428.105,1393.401
324,515.132,346.365
325,278.287,136.615
326,392.949,210.359
327,453.677,314.291
328,990.717,479.785
329,568.814,573.469
330,2047.530,286.695
331,641.120,449.709
332,1429.510,526.973
333,292.411,320.509
334,568.845,385.884
335,853.837,967.166
336,737.491,539.187
337,368.807,333.249
338,432.946,256.182
339,297.998,311.454
340,1083.850,515.757
341,305.977,162.172
342,531.748,539.973
343,377.298,424.194
344,371.069,628.707
345,301.401,139.198
346,863.897,409.477
347,541.774,415.236
348,3361.420,804.910
349,444.031,507.057
350,429.710,758.946
351,561.455,706.973
352,305.675,434.667
353,346.270,139.328
354,1071.650,974.409
355,277.102,375.373
356,468.004,577.151
357,596.336,491.982
358,361.294,66.403
359,421.878,497.898
360,1645.780,695.257
361,328.789,401.932
362,1922.380,1555.082
363,356.362,323.975
364,288.359,211.766
365,621.448,445.014
366,277.687,415.853
367,784.679,1496.208
368,796.445,1085.037
369,923.829,792.411
370,300.170,184.705
371,365.218,250.179
372,528.483,423.701
373,2368.610,1284.899
374,447.955,359.677
375,3831.980,396.486
376,1642.710,829.219
377,436.374,1121.022
378,3403.600,824.428
379,468.561,347.439
380,682.302,662.152
381,190.871,289.646
382,2499.570,500.433
383,441.978,615.312
384,473.067,112.221
385,740.209,943.837
386,306.868,174.323
387,3287.920,856.638
388,775.944,668.228
389,1750.870,514.879
390,1062.020,565.487
391,2527.200,710.015
392,277.923,139.567
393,1427.260,217.102
394,292.284,281.108
395,1835.820,837.861
396,771.376,598.396
397,1185.590,318.858
398,732.546,511.449
399,511.227,1539.011
400,401.870,250.314
401,513.989,420.542
402,171.634,297.996
403,299.150,143.414
404,1435.120,258.658
405,501.817,249.301
406,529.149,378.845
407,3108.660,514.135
408,1612.250,351.702
409,635.706,1122.660
410,3672.180,853.514
411,846.827,926.150
412,584.679,405.984
413,329.269,493.584
414,958.710,736.773
415,215.273,39.385
416,285.465,425.082
417,2944.430,440.615
418,306.162,28.090
419,744.089,674.389
420,403.179,680.976
421,494.949,1076.387
422,3320.460,1291.733
423,582.266,225.564
424,359.592,412.974
425,487.199,1156.155
426,464.382,667.799
427,1182.210,1518.692
428,271.411,15.972
429,1325.720,515.139
430,233.956,346.609
431,304.069,185.329
432,449.721,596.949
433,1075.010,281.964
434,419.079,297.086
435,274.630,154.228
436,534.397,493.241
437,1135.820,483.978
438,1366.080,1324.850
439,1474.540,96.089
440,651.629,579.058
441,466.530,390.058
442,512.873,406.461
443,1223.300,1187.602
444,2300.630,1625.269
445,668.823,613.767
446,381.557,473.881
447,329.126,134.262
448,352.953,84.868
449,751.386,459.970
450,670.204,414.661
451,522.451,1317.204
452,2752.220,656.161
453,2237.070,406.112
454,421.045,331.150
455,519.273,576.085
456,342.221,409.494
457,293.299,512.571
458,467.935,340.555
459,471.121,512.836
460,557.873,479.652
461,1060.570,1158.477
462,267.771,125.536
463,3836.420,1379.224
464,360.366,135.950
465,1373.440,430.695
466,4919.810,643.332
467,282.345,233.418
468,271.033,153.849
469,268.830,138.932
470,2041.170,624.434
471,398.989,200.160
472,1272.320,530.834
473,485.837,642.967
474,335.708,371.219
475,971.738,1313.519
476,4233.600,1059.202
477,611.163,334.584
478,1165.010,371.554
479,450.003,289.677
480,391.575,338.363
481,1587.860,1364.535
482,335.050,209.845
483,4130.760,415.301
484,862.656,661.728
485,288.845,319.840
486,238.115,250.091
487,662.409,367.605
488,332.382,294.096
489,696.285,615.874
490,414.590,441.303
491,316.111,279.872
492,440.937,471.822
493,316.111,349.495
494,515.827,482.918
495,238.743,301.615
496,333.133,383.909
497,610.065,957.571
498,288.745,400.527
499,974.537,458.677
500,360.639,128.565
501,279.720,401.843
502,249.205,273.112
503,579.121,533.882
504,461.607,607.318
505,926.752,371.509
506,427.845,489.094
507,809.187,1333.236
508,345.045,214.225
509,362.705,197.439
510,325.766,309.369
511,861.174,392.772
512,1330.060,620.205
513,502.621,372.213
514,303.958,345.517
515,655.061,144.376
516,645.233,340.084
517,463.345,253.389
518,611.682,437.215
519,374.855,265.207
520,424.000,461.771
521,1452.460,582.970
522,869.368,362.086
523,154.108,342.564
524,308.957,154.136
525,299.190,326.156
526,638.719,1112.292
527,562.870,770.407
528,317.624,263.290
529,333.211,188.820
530,532.468,1279.378
531,309.956,365.313
532,612.815,782.876
533,333.321,486.254
534,1345.060,664.760
535,388.653,374.669
536,1675.150,718.928
537,478.238,550.013
538,3079.280,781.824
539,139.161,183.063
540,2244.300,600.314
541,447.785,300.512
542,899.065,444.829
543,667.624,997.835
544,776.364,560.014
545,1156.890,346.292
546,1286.790,389.401
547,1110.970,442.380
548,259.798,270.043
549,310.954,100.553
550,848.505,453.845
551,533.601,1300.063
552,403.843,264.039
553,651.816,390.547
554,377.313,249.257
555,769.909,714.100
556,3132.380,1546.890
557,687.295,1499.238
558,471.375,14.709
559,1679.800,1677.776
560,510.638,686.826
561,251.382,82.428
562,2095.260,625.204
563,504.723,1246.570
564,450.626,41.322
565,489.697,834.109
566,514.734,273.896
567,734.429,1130.379
568,797.954,733.943
569,452.271,503.052
570,207.856,309.713
571,820.080,518.748
572,1816.510,447.349
573,297.273,324.057
574,410.583,529.291
575,828.223,935.813
576,266.743,331.974
577,620.296,1180.752
578,422.251,869.313
579,379.810,1428.775
580,973.446,465.932
581,267.130,176.903
582,2592.350,706.949
583,715.277,1291.483
584,377.067,273.504
585,391.558,334.750
586,499.420,374.365
587,311.627,358.912
588,341.966,213.353
589,574.040,1262.269
590,344.752,359.823
591,512.375,562.291
592,737.436,1098.398
593,3184.930,568.914
594,2485.430,665.490
595,502.487,575.593
596,974.826,382.397
597,1277.950,271.860
598,1613.180,1593.075
599,881.448,1293.725
600,333.045,118.182
601,245.311,154.499
602,2312.520,533.542
603,482.122,341.524
604,412.970,238.352
605,386.186,1174.303
606,674.033,452.959
607,533.783,1347.193
608,749.259,1524.242
609,1891.990,1519.746
610,907.830,1225.393
611,327.293,490.019
612,4759.550,979.879
613,522.741,453.026
614,410.108,484.175
615,1082.670,265.076
616,1379.570,736.425
617,645.460,1471.442
618,453.039,425.120
619,956.257,730.362
620,261.085,240.722
621,1515.310,1064.794
622,781.920,557.301
623,245.173,103.828
624,284.221,259.981
625,583.445,694.109
626,356.584,441.208
627,516.438,539.304
628,2825.680,470.836
629,358.238,228.053
630,950.935,683.487
631,434.028,773.535
632,332.463,455.023
633,256.863,308.889
634,918.844,624.939
635,265.368,317.984
636,789.395,746.481
637,563.256,906.705
638,676.757,1343.177
639,390.747,376.077
640,495.231,1224.516
641,327.254,408.807
642,535.478,411.956
643,507.615,516.379
644,292.696,222.152
645,1400.420,505.938
646,522.611,454.592
647,506.522,336.324
648,394.222,409.255
649,479.231,442.700
650,416.066,493.947
651,3763.530,630.025
652,991.146,563.605
653,821.462,641.279
654,282.191,303.511
655,1063.560,560.115
656,789.808,404.322
657,1089.340,603.588
658,750.067,1726.691
659,472.672,513.149
660,1075.250,464.475
661,1498.750,1389.128
662,355.916,201.150
663,626.111,1268.736
664,587.649,1179.889
665,520.060,442.224
666,409.892,870.112
667,933.495,493.240
668,714.981,344.951
669,249.487,133.902
670,364.786,96.024
671,254.350,136.283
672,229.818,283.041
673,346.605,430.817
674,250.263,313.112
675,257.818,79.578
676,340.354,198.923
677,835.627,339.170
678,387.191,137.109
679,458.806,497.300
680,798.803,507.801
681,929.345,524.900
682,591.140,461.844
683,490.569,454.706
684,1835.870,414.652
685,464.007,607.239
686,660.372,786.113
687,248.901,322.453
688,161.299,218.364
689,484.932,384.395
690,2208.740,1294.786
691,393.328,380.183
692,608.805,385.073
693,2392.550,217.295
694,726.637,659.464
695,1523.440,663.893
696,965.220,1106.956
697,808.229,542.821
698,471.955,444.539
699,398.225,328.224
700,763.761,1345.024
701,862.184,1211.591
702,699.615,421.707
703,428.766,278.625
704,1576.790,1177.744
705,306.499,153.849
706,219.730,182.806
707,559.927,498.417
708,283.574,425.370
709,675.961,645.609
710,584.250,1294.802
711,220.077,312.773
712,351.510,133.531
713,3059.280,1310.139
714,288.889,259.418
715,270.290,124.988
716,1153.500,615.944
717,281.961,345.676
718,301.066,300.250
719,638.280,417.435
720,362.255,368.858
721,2186.960,533.357
722,393.850,340.200
723,305.882,138.103
724,361.919,185.597
725,347.308,176.697
726,1222.320,284.614
727,326.338,415.767
728,324.473,168.519
729,388.901,454.013
730,565.092,355.541
731,304.709,236.471
732,163.188,230.692
733,478.774,334.966
734,664.879,442.294
735,400.225,544.804
736,465.024,959.912
737,368.155,633.793
738,458.145,342.888
739,633.995,1325.579
740,306.562,268.517
741,331.404,392.564
742,4027.200,379.913
743,1676.060,1476.541
744,439.940,549.441
745,856.524,1356.560
746,574.683,1105.240
747,2027.380,1237.134
748,709.382,542.857
749,699.556,1061.750
750,483.439,355.410
751,1753.690,815.173
752,316.989,132.993
753,1077.220,1000.768
754,422.336,270.939
755,428.889,21.735
756,841.053,358.586
757,339.929,461.959
758,420.988,243.763
759,397.500,472.944
760,840.515,658.026
761,383.985,498.231
762,601.479,662.261
763,3792.300,422.738
764,2366.790,534.605
765,1036.070,502.688
766,2634.270,350.861
767,1894.870,906.067
768,1788.250,833.028
769,459.044,971.627
770,508.650,658.327
771,610.914,501.299
772,417.473,312.618
773,573.207,475.431
774,527.493,509.545
775,1311.120,1040.363
776,574.768,312.778
777,359.537,147.362
778,300.493,319.111
779,1531.880,819.962
780,308.256,257.732
781,575.246,285.206
782,613.233,760.755
783,778.496,925.250
784,1026.050,1097.360
785,1469.740,1487.207
786,983.558,526.906
787,544.070,596.634
788,1779.130,436.046
789,224.768,302.636
790,332.386,196.849
791,631.083,526.710
792,846.635,387.828
793,2474.950,873.097
794,636.166,328.377
795,251.941,278.351
796,3685.530,529.401
797,1632.380,711.773
798,249.758,315.339
799,394.728,401.507
800,857.457,509.789
801,2742.270,663.560
802,203.778,625.801
803,659.802,1150.095
804,296.446,434.502
805,421.479,401.289
806,1643.310,765.372
807,1008.220,824.818
808,1524.670,1252.007
809,1120.750,585.658
810,331.774,239.180
811,1151.850,1411.371
812,717.804,606.703
813,375.150,173.304
814,1049.210,502.666
815,625.316,351.480
816,392.457,457.778
817,660.879,1275.819
818,234.684,69.879
819,401.542,329.337
820,390.567,287.225
821,1430.940,464.746
822,367.982,215.246
823,598.953,447.654
824,1442.900,1331.815
825,583.432,394.552
826,286.367,174.397
827,271.841,429.499
828,234.952,123.675
829,425.983,791.545
830,1228.590,1091.076
831,380.638,330.149
832,381.992,628.776
833,1167.790,587.665
834,634.048,1312.945
835,1085.290,522.762
836,845.858,523.780
837,505.663,459.950
838,519.248,352.075
839,2222.350,788.916
840,4072.640,1440.789
841,1519.990,491.966
842,1263.290,798.706
843,467.110,1309.172
844,319.295,292.420
845,1022.670,586.761
846,1214.610,1094.984
847,293.715,413.007
848,1146.640,452.051
849,1553.580,461.551
850,302.530,269.396
851,2261.690,687.245
852,643.140,655.389
853,397.412,442.861
854,547.317,808.935
855,315.459,218.789
856,1248.730,745.790
857,339.821,244.996
858,402.950,474.394
859,509.572,225.319
860,2759.190,196.332
861,372.836,435.942
862,308.041,400.065
863,3475.740,298.132
864,533.562,412.666
865,292.323,194.006
866,534.239,460.809
867,1119.460,1145.836
868,471.678,512.102
869,432.713,443.462
870,466.519,178.808
871,3029.890,717.023
872,381.961,339.394
873,336.336,150.440
874,1196.750,669.625
875,320.852,162.339
876,511.971,656.843
877,297.948,307.328
878,565.899,674.583
879,720.665,514.670
880,648.292,1243.860
881,1014.540,1559.348
882,873.041,1424.260
883,642.468,350.983
884,1890.150,552.543
885,551.856,438.908
886,1386.870,1540.206
887,295.109,113.627
888,421.836,691.950
889,404.182,213.296
890,473.256,526.838
891,428.653,406.146
892,1845.240,690.955
893,347.871,468.430
894,609.652,377.629
895,901.544,1061.365
896,609.237,1221.912
897,252.953,292.492
898,556.995,912.000
899,412.813,372.651
900,1283.990,761.502
901,371.203,347.549
902,3682.050,1379.290
903,257.341,139.636
904,243.980,136.675
905,326.982,306.336
906,370.221,488.998
907,279.261,6.066
908,474.251,1091.961
909,331.774,330.736
910,662.625,981.473
911,1516.500,307.637
912,413.249,356.954
913,249.822,187.197
914,405.698,321.987
915,718.543,1224.087
916,335.316,343.059
917,345.100,318.297
918,932.750,437.033
919,1175.400,631.347
920,318.156,361.665
921,1026.030,488.451
922,350.573,273.937
923,574.363,1340.284
924,308.063,221.431
925,349.212,616.890
926,468.759,530.711
927,812.460,1250.583
928,388.921,434.031
929,506.620,649.558
930,412.180,496.439
931,1433.050,1063.072
932,580.821,605.777
933,311.932,82.395
934,869.260,620.330
935,2573.640,304.591
936,2262.510,748.657
937,473.787,528.501
938,476.064,501.472
939,1053.970,1182.852
940,700.294,228.082
941,414.309,335.257
942,676.607,633.475
943,318.515,136.234
944,543.905,626.426
945,510.419,567.190
946,871.844,111.346
947,291.423,38.093
948,530.409,232.819
949,575.621,686.486
950,979.569,453.129
951,1417.740,209.962
952,326.917,313.093
953,726.339,1331.497
954,1967.610,451.246
955,531.654,446.552
956,466.628,444.571
957,857.654,726.440
958,481.017,426.247
959,274.397,251.396
960,431.697,526.337
961,367.993,185.810
962,837.574,485.562
963,433.459,490.071
964,273.951,307.879
965,333.582,321.662
966,476.046,539.654
967,442.316,571.184
968,374.209,440.690
969,508.732,1316.519
970,751.208,678.539
971,348.028,354.707
972,409.339,305.823
973,389.736,365.971
974,709.089,631.332
975,710.196,1423.190
976,510.756,572.656
977,891.244,1142.144
978,291.347,420.312
979,4264.380,423.135
980,292.354,241.349
981,798.016,390.507
982,491.809,1326.978
983,409.184,389.572
984,227.171,327.195
985,348.287,403.639
986,774.095,546.391
987,196.740,276.358
988,265.914,329.623
989,433.004,361.024
990,701.883,641.500
991,920.444,1304.709
992,1053.780,228.008
993,594.263,422.249
994,408.707,248.740
995,557.879,490.668
996,552.139,480.532
997,509.517,403.348
998,283.195,248.734
999,876.949,445.698
1000,683.816,418.190
1001,398.030,534.899
1002,337.223,336.470
1003,605.736,1510.777
1004,446.806,534.170
1005,345.314,418.555
1006,417.046,365.637
1007,942.719,460.604
1008,332.050,392.986
1009,649.244,752.743
1010,658.704,244.096
1011,626.271,1538.662
1012,4017.750,1170.617
1013,287.699,40.406
1014,1103.450,981.630
1015,1784.190,862.520
1016,292.002,74.126
1017,491.216,143.469
1018,553.049,460.150
1019,416.242,512.446
1020,324.509,204.300
1021,398.712,338.327
1022,661.517,562.216
1023,401.104,293.408
1024,2723.990,848.681
1025,1102.430,477.943
1026,579.933,509.062
1027,2101.890,1522.040
1028,269.764,183.616
1029,513.383,787.911
1030,362.653,458.731
1031,689.295,383.042
1032,395.602,194.667
1033,866.049,1107.526
1034,478.445,477.375
1035,571.351,1177.704
1036,279.824,346.055
1037,772.986,266.886
1038,768.202,346.610
1039,1193.960,308.655
1040,749.098,1273.961
1041,283.380,281.140
1042,612.337,252.501
1043,681.544,423.527
1044,1687.260,590.072
1045,500.834,1199.721
1046,362.586,310.792
1047,402.344,586.680
1048,293.978,217.436
1049,535.238,269.858
1050,513.536,483.443
1051,326.183,235.677
1052,333.492,217.228
1053,482.694,318.621
1054,315.325,288.080
1055,599.286,463.469
1056,367.927,358.979
1057,408.692,304.989
1058,3214.650,196.712
1059,335.822,470.858
1060,889.694,564.363
1061,355.470,496.722
1062,838.079,627.944
1063,310.185,473.539
1064,754.550,193.521
1065,1511.380,213.543
1066,468.526,524.026
1067,405.410,1412.422
1068,308.942,428.833
1069,444.008,550.851
1070,197.737,320.027
1071,597.657,633.114
1072,505.023,890.329
1073,329.922,137.431
1074,512.458,362.606
1075,893.182,664.776
1076,1059.220,679.381
1077,398.162,270.006
1078,783.940,497.115
1079,385.335,231.254
1080,1101.120,740.349
1081,335.289,232.234
1082,1037.350,0.652
1083,310.995,199.080
1084,650.181,426.431
1085,634.237,535.267
1086,275.477,294.699
1087,379.467,236.150
1088,269.727,237.803
1089,445.020,395.935
1090,745.979,1261.803
1091,189.914,104.699
1092,379.438,373.798
1093,365.655,501.712
1094,662.069,630.898
1095,2462.720,642.973
1096,681.425,573.182
1097,1171.920,757.670
1098,394.111,194.448
1099,207.811,301.586
1100,449.629,179.409
1101,372.588,263.385
1102,227.540,324.962
1103,393.227,267.122
1104,1136.390,1240.015
1105,518.321,1210.285
1106,1051.000,680.635
1107,418.131,380.654
1108,283.503,150.181
1109,341.152,257.717
1110,855.693,1101.406
1111,2059.060,503.034
1112,425.754,439.604
1113,691.222,1580.302
1114,449.960,455.545
1115,516.192,459.632
1116,678.891,984.877
1117,336.394,303.149
1118,2216.500,302.443
1119,296.594,204.301
1120,331.936,338.746
1121,261.201,102.739
1122,325.571,286.464
1123,829.951,429.024
1124,1090.790,1370.323
1125,1679.530,587.623
1126,618.951,544.683
1127,330.918,321.572
1128,516.969,243.838
1129,989.942,304.900
1130,1106.210,395.900
1131,315.461,417.373
1132,3078.190,269.186
1133,690.321,993.405
1134,3890.550,1041.515
1135,999.557,748.637
1136,970.718,298.351
1137,231.973,166.055
1138,427.558,932.988
1139,913.952,348.035
1140,1746.840,517.617
1141,326.624,269.407
1142,491.601,388.378
1143,1170.430,1190.564
1144,657.233,1192.987
1145,399.696,221.608
1146,666.596,681.912
1147,950.895,1012.565
1148,368.702,225.194
1149,286.305,41.757
1150,334.048,413.448
1151,438.226,149.110
1152,683.595,1453.426
1153,404.319,107.856
1154,497.865,549.585
1155,800.083,1120.304
1156,469.247,311.914
1157,289.870,424.225
1158,373.519,582.260
1159,392.198,276.106
1160,503.777,325.426
1161,308.711,365.404
1162,631.238,533.407
1163,374.049,476.708
1164,899.390,1500.865
1165,1100.920,60.974
1166,921.975,566.586
1167,329.462,297.730
1168,777.869,811.613
1169,594.714,276.521
1170,1209.500,694.768
1171,239.193,145.626
1172,850.400,359.091
1173,505.236,542.793
1174,439.791,297.071
1175,1332.320,1495.597
1176,405.968,275.700
1177,729.867,400.492
1178,465.200,844.276
1179,613.425,1038.862
1180,1239.990,404.220
1181,1304.440,1634.451
1182,1414.990,525.805
1183,611.516,303.847
1184,2202.890,656.209
1185,558.961,557.274
1186,467.890,292.177
1187,413.759,257.739
1188,798.665,522.533
1189,422.346,678.369
1190,357.725,166.429
1191,365.770,176.792
1192,1513.430,367.738
1193,525.602,871.437
1194,520.769,992.306
1195,777.000,729.243
1196,1008.570,584.381
1197,526.558,456.286
1198,1007.390,854.167
1199,912.128,506.345
1200,966.247,533.396
1201,335.273,293.792
1202,282.345,111.145
1203,493.674,472.452
1204,866.069,301.240
1205,315.652,590.140
1206,402.319,684.972
1207,279.128,344.151
1208,309.144,288.838
1209,452.358,437.584
1210,824.453,1071.989
1211,316.674,158.744
1212,506.524,297.927
1213,382.417,377.012
1214,523.089,230.553
1215,1150.520,1092.218
1216,745.972,360.850
1217,835.964,433.320
1218,1665.830,550.662
1219,1280.510,1230.215
1220,2797.180,718.171
1221,2372.930,1238.563
1222,450.400,426.511
1223,617.733,506.252
1224,798.778,647.040
1225,501.144,515.259
1226,437.576,241.222
1227,949.827,1390.817
1228,561.236,602.259
1229,859.708,1273.635
1230,2387.060,762.655
1231,551.334,590.161
1232,353.135,358.931
1233,787.731,1219.404
1234,277.216,359.424
1235,1551.550,1424.750
1236,517.969,1198.833
1237,497.282,409.851
1238,558.747,256.600
1239,538.971,426.912
1240,362.962,260.086
1241,557.890,883.886
1242,777.439,391.265
1243,414.405,362.246
1244,493.568,300.711
1245,641.470,192.250
1246,562.262,304.653
1247,217.860,111.076
1248,572.513,481.280
1249,641.511,1169.011
1250,520.749,713.676
1251,243.377,56.925
1252,354.865,423.734
1253,2662.860,1337.557
1254,1161.300,1046.345
1255,541.308,515.974
1256,323.046,667.764
1257,934.574,459.982
1258,347.875,299.489
1259,201.767,261.834
1260,229.504,310.432
1261,655.205,996.403
1262,1753.040,1181.566
1263,283.073,268.081
1264,979.699,700.399
1265,2011.910,1457.412
1266,557.489,462.590
1267,911.195,649.698
1268,518.897,329.305
1269,890.316,776.227
1270,354.327,525.770
1271,3460.480,199.672
1272,211.606,318.445
1273,653.588,1562.465
1274,801.638,254.546
1275,293.971,323.754
1276,1017.390,1045.725
1277,344.998,163.285
1278,2466.710,593.154
1279,471.202,348.841
1280,3308.580,465.824
1281,586.959,1185.680
1282,233.602,280.947
1283,1608.090,1540.172
1284,290.197,185.827
1285,794.256,190.897
1286,950.156,356.029
1287,540.210,144.044
1288,625.008,1415.166
1289,763.354,568.349
1290,1135.240,1282.880
1291,456.010,55.911
1292,748.232,400.524
1293,395.987,259.669
1294,683.923,705.450
1295,564.886,803.745
1296,381.193,536.320
1297,262.314,274.665
1298,3516.580,394.847
1299,307.821,104.294
1300,275.225,124.762
1301,1014.100,1359.229
1302,307.351,288.414
1303,449.006,280.951
1304,541.537,392.495
1305,916.113,351.472
1306,567.464,374.624
1307,406.723,377.199
1308,897.288,1420.036
1309,981.302,1161.310
1310,438.134,405.164
1311,1067.570,316.292
1312,178.390,247.594
1313,1943.760,1230.904
1314,366.631,213.946
1315,324.329,141.550
1316,1050.860,2300.373
1317,585.894,588.558
