,TrueEnergy,DNNEnergy
244,298.512,334.718
245,422.287,824.219
246,549.994,740.892
247,282.086,313.220
248,217.843,334.354
249,411.413,308.001
250,476.064,285.671
251,782.711,1135.973
252,314.067,290.893
253,455.775,432.631
254,215.054,200.324
255,544.654,479.015
256,364.691,542.836
257,589.773,950.400
258,302.889,322.317
259,238.294,242.072
260,429.579,357.408
261,590.527,351.779
262,525.829,769.742
263,200.926,275.126
264,269.265,342.878
265,428.105,931.039
266,515.132,594.421
267,278.287,189.219
268,392.949,282.106
269,453.677,320.131
270,990.717,424.215
271,568.814,480.244
272,641.120,374.543
273,292.411,253.426
274,568.845,366.939
275,853.837,804.247
276,737.491,408.951
277,368.807,278.777
278,432.946,394.251
279,297.998,267.945
280,305.977,192.429
281,531.748,361.799
282,377.298,541.330
283,371.069,458.821
284,301.401,176.125
285,863.897,396.554
286,541.774,348.292
287,444.031,403.579
288,429.710,786.187
289,561.455,738.268
290,305.675,446.574
291,346.270,159.055
292,277.102,380.687
293,468.004,594.783
294,596.336,369.739
295,361.294,87.211
296,421.878,481.664
297,328.789,357.759
298,356.362,278.613
299,288.359,222.680
300,621.448,456.852
301,277.687,303.188
302,784.679,1273.326
303,796.445,898.304
304,923.829,696.561
305,300.170,203.089
306,365.218,314.873
307,528.483,405.366
308,447.955,275.640
309,436.374,896.172
310,468.561,508.363
311,682.302,604.127
312,190.871,265.239
313,441.978,731.435
314,473.067,170.960
315,740.209,862.939
316,306.868,251.206
317,775.944,481.472
318,277.923,223.273
319,292.284,259.594
320,771.376,403.259
321,732.546,479.953
322,511.227,958.983
323,401.870,389.523
324,513.989,587.880
325,171.634,251.481
326,299.150,203.619
327,501.817,231.985
328,529.149,372.383
329,635.706,792.671
330,846.827,843.561
331,584.679,399.956
332,329.269,365.067
333,958.710,590.815
334,215.273,112.223
335,285.465,289.436
336,306.162,73.717
337,744.089,683.909
338,403.179,761.643
339,494.949,909.327
340,582.266,220.181
341,359.592,473.184
342,487.199,882.101
343,464.382,519.714
344,271.411,86.498
345,233.956,281.446
346,304.069,213.842
347,449.721,472.040
348,419.079,361.635
349,274.630,187.035
350,534.397,320.289
351,651.629,419.128
352,466.530,458.746
353,512.873,604.077
354,668.823,565.455
355,381.557,473.140
356,329.126,197.813
357,352.953,114.260
358,751.386,361.946
359,670.204,371.058
360,522.451,926.396
361,421.045,481.794
362,519.273,589.411
363,342.221,303.344
364,293.299,537.382
365,467.935,323.949
366,471.121,694.361
367,557.873,399.003
368,267.771,196.829
369,360.366,197.118
370,282.345,255.034
371,271.033,222.331
372,268.830,224.304
373,398.989,233.927
374,485.837,660.051
375,335.708,310.080
376,971.738,929.154
377,611.163,339.601
378,450.003,340.914
379,391.575,316.323
380,335.050,281.238
381,862.656,735.302
382,288.845,235.822
383,238.115,238.263
384,662.409,318.915
385,332.382,252.145
386,696.285,636.555
387,414.590,276.721
388,316.111,272.530
389,440.937,394.579
390,316.111,293.573
391,515.827,517.030
392,238.743,251.663
393,333.133,301.047
394,610.065,824.764
395,288.745,285.043
396,974.537,407.835
397,360.639,134.001
398,279.720,416.530
399,249.205,277.407
400,579.121,369.732
401,461.607,456.852
402,926.752,302.971
403,427.845,415.112
404,809.187,950.514
405,345.045,278.132
406,362.705,213.838
407,325.766,285.668
408,861.174,457.132
409,502.621,545.064
410,303.958,279.396
411,655.061,161.638
412,645.233,293.796
413,463.345,387.008
414,611.682,401.874
415,374.855,298.125
416,424.000,396.959
417,869.368,550.459
418,154.108,310.036
419,308.957,184.044
420,299.190,363.367
421,638.719,896.629
422,562.870,818.905
423,317.624,255.760
424,333.211,221.981
425,532.468,880.714
426,309.956,319.272
427,612.815,793.673
428,333.321,548.979
429,388.653,394.240
430,478.238,508.283
431,139.161,246.554
432,447.785,269.067
433,899.065,331.621
434,667.624,880.188
435,776.364,648.482
436,259.798,278.566
437,310.954,182.124
438,848.505,587.567
439,533.601,984.010
440,403.843,296.344
441,651.816,417.410
442,377.313,284.840
443,769.909,752.637
444,687.295,984.805
445,471.375,80.159
446,510.638,592.646
447,251.382,151.097
448,504.723,939.850
449,450.626,80.898
450,489.697,810.271
451,514.734,325.465
452,734.429,911.655
453,797.954,529.729
454,452.271,508.988
455,207.856,243.052
456,820.080,469.594
457,297.273,251.522
458,410.583,441.058
459,828.223,663.555
460,266.743,261.291
461,620.296,939.081
462,422.251,827.557
463,379.810,907.214
464,973.446,335.759
465,267.130,215.907
466,715.277,961.356
467,377.067,521.871
468,391.558,338.762
469,499.420,393.846
470,311.627,335.363
471,341.966,216.498
472,574.040,966.785
473,344.752,498.783
474,512.375,658.827
475,737.436,901.794
476,502.487,431.827
477,974.826,330.695
478,881.448,953.584
479,333.045,208.826
480,245.311,197.918
481,482.122,355.471
482,412.970,274.172
483,386.186,838.943
484,674.033,350.545
485,533.783,883.315
486,749.259,1103.683
487,907.830,894.307
488,327.293,488.945
489,522.741,400.272
490,410.108,428.122
491,645.460,1023.914
492,453.039,503.733
493,956.257,525.950
494,261.085,248.397
495,781.920,562.560
496,245.173,182.777
497,284.221,276.913
498,583.445,518.825
499,356.584,339.451
500,516.438,356.980
501,358.238,261.998
502,950.935,484.522
503,434.028,782.092
504,332.463,499.383
505,256.863,270.507
506,918.844,595.258
507,265.368,257.879
508,789.395,537.542
509,563.256,841.339
510,676.757,958.201
511,390.747,467.531
512,495.231,786.022
513,327.254,452.162
514,535.478,339.395
515,507.615,386.530
516,292.696,204.398
517,522.611,412.602
518,506.522,271.520
519,394.222,352.013
520,479.231,440.660
521,416.066,344.854
522,991.146,681.232
523,821.462,689.470
524,282.191,251.169
525,789.808,280.645
526,750.067,1099.861
527,472.672,521.919
528,355.916,214.843
529,626.111,961.287
530,587.649,944.458
531,520.060,624.783
532,409.892,800.611
533,933.495,522.389
534,714.981,547.832
535,249.487,165.088
536,364.786,139.545
537,254.350,148.690
538,229.818,234.799
539,346.605,551.648
540,250.263,286.319
541,257.818,206.201
542,340.354,327.169
543,835.627,386.847
544,387.191,153.349
545,458.806,376.373
546,798.803,401.770
547,929.345,578.255
548,591.140,304.002
549,490.569,419.969
550,464.007,642.921
551,660.372,796.033
552,248.901,289.421
553,161.299,217.145
554,484.932,368.625
555,393.328,586.900
556,608.805,364.760
557,726.637,578.494
558,965.220,928.327
559,808.229,503.684
560,471.955,409.098
561,398.225,302.745
562,763.761,1002.381
563,862.184,930.269
564,699.615,401.702
565,428.766,237.179
566,306.499,203.245
567,219.730,197.530
568,559.927,414.610
569,283.574,290.872
570,675.961,434.974
571,584.250,936.676
572,220.077,290.521
573,351.510,172.699
574,288.889,316.713
575,270.290,186.092
576,281.961,325.760
577,301.066,346.931
578,638.280,326.498
579,362.255,536.682
580,393.850,522.069
581,305.882,172.884
582,361.919,253.159
583,347.308,270.460
584,326.338,403.912
585,324.473,206.246
586,388.901,349.585
587,565.092,353.700
588,304.709,222.539
589,163.188,215.267
590,478.774,367.146
591,664.879,343.529
592,400.225,678.796
593,465.024,757.855
594,368.155,419.261
595,458.145,424.298
596,633.995,930.834
597,306.562,281.467
598,331.404,393.114
599,439.940,437.986
600,856.524,947.218
601,574.683,884.251
602,709.382,694.037
603,699.556,864.807
604,483.439,449.387
605,316.989,184.949
606,422.336,321.521
607,428.889,41.895
608,841.053,309.139
609,339.929,376.159
610,420.988,275.571
611,397.500,614.580
612,840.515,554.244
613,383.985,525.644
614,601.479,435.881
615,459.044,869.325
616,508.650,631.479
617,610.914,533.887
618,417.473,534.105
619,573.207,432.168
620,527.493,389.411
621,574.768,251.515
622,359.537,211.458
623,300.493,311.658
624,308.256,263.307
625,575.246,341.377
626,613.233,561.320
627,778.496,836.460
628,983.558,409.320
629,544.070,571.126
630,224.768,263.812
631,332.386,240.923
632,631.083,571.077
633,846.635,436.358
634,636.166,427.050
635,251.941,237.559
636,249.758,259.860
637,394.728,474.993
638,857.457,405.874
639,203.778,454.930
640,659.802,893.091
641,296.446,440.963
642,421.479,313.026
643,331.774,250.285
644,717.804,624.875
645,375.150,227.702
646,625.316,419.498
647,392.457,453.884
648,660.879,933.507
649,234.684,121.781
650,401.542,287.528
651,390.567,501.200
652,367.982,305.199
653,598.953,626.817
654,583.432,463.395
655,286.367,259.326
656,271.841,426.565
657,234.952,175.107
658,425.983,774.469
659,380.638,311.405
660,381.992,556.424
661,634.048,958.524
662,845.858,460.968
663,505.663,352.654
664,519.248,347.774
665,467.110,1005.622
666,319.295,260.065
667,293.715,281.622
668,302.530,324.227
669,643.140,564.993
670,397.412,518.237
671,547.317,794.329
672,315.459,253.012
673,339.821,251.416
674,402.950,425.883
675,509.572,204.809
676,372.836,335.812
677,308.041,407.619
678,533.562,414.954
679,292.323,207.500
680,534.239,405.357
681,471.678,462.982
682,432.713,408.065
683,466.519,252.620
684,381.961,484.230
685,336.336,197.609
686,320.852,202.574
687,511.971,750.890
688,297.948,266.817
689,565.899,536.564
690,720.665,619.735
691,648.292,940.310
692,873.041,1028.699
693,642.468,563.342
694,551.856,292.223
695,295.109,142.629
696,421.836,555.124
697,404.182,274.549
698,473.256,409.553
699,428.653,458.115
700,347.871,641.394
701,609.652,585.231
702,901.544,830.551
703,609.237,950.629
704,252.953,251.799
705,556.995,823.793
706,412.813,390.249
707,371.203,342.971
708,257.341,197.250
709,243.980,200.163
710,326.982,363.188
711,370.221,386.600
712,279.261,21.458
713,474.251,915.549
714,331.774,323.920
715,662.625,785.452
716,413.249,330.746
717,249.822,230.469
718,405.698,283.314
719,718.543,911.958
720,335.316,329.178
721,345.100,265.337
722,932.750,331.913
723,318.156,343.647
724,350.573,272.876
725,574.363,904.770
726,308.063,274.993
727,349.212,423.319
728,468.759,474.691
729,812.460,862.860
730,388.921,374.325
731,506.620,787.393
732,412.180,402.069
733,580.821,571.637
734,311.932,160.868
735,869.260,558.779
736,473.787,358.899
737,476.064,395.869
738,700.294,245.635
739,414.309,371.130
740,676.607,518.213
741,318.515,249.230
742,543.905,671.964
743,510.419,501.557
744,871.844,163.821
745,291.423,63.750
746,530.409,248.166
747,575.621,517.979
748,979.569,419.676
749,326.917,349.806
750,726.339,981.706
751,531.654,495.160
752,466.628,422.643
753,857.654,624.770
754,481.017,424.004
755,274.397,252.880
756,431.697,434.471
757,367.993,286.053
758,837.574,388.778
759,433.459,389.395
760,273.951,260.678
761,333.582,388.485
762,476.046,464.902
763,442.316,719.117
764,374.209,472.846
765,508.732,986.303
766,751.208,489.914
767,348.028,317.315
768,409.339,403.355
769,389.736,336.058
770,709.089,567.429
771,710.196,1077.689
772,510.756,647.261
773,891.244,874.382
774,291.347,467.209
775,292.354,235.846
776,798.016,381.349
777,491.809,932.588
778,409.184,384.933
779,227.171,259.109
780,348.287,393.539
781,774.095,411.972
782,196.740,242.498
783,265.914,324.724
784,433.004,397.395
785,701.883,481.165
786,920.444,925.273
787,594.263,303.917
788,408.707,327.416
789,557.879,392.947
790,552.139,664.514
791,509.517,331.025
792,283.195,298.056
793,876.949,577.290
794,683.816,392.900
795,398.030,642.706
796,337.223,355.343
797,605.736,929.953
798,446.806,463.109
799,345.314,395.827
800,417.046,265.711
801,942.719,325.780
802,332.050,425.454
803,649.244,596.230
804,658.704,228.333
805,626.271,1000.804
806,287.699,134.047
807,292.002,204.936
808,491.216,239.368
809,553.049,363.299
810,416.242,542.058
811,324.509,243.966
812,398.712,435.712
813,661.517,440.346
814,401.104,295.674
815,579.933,499.978
816,269.764,235.921
817,513.383,551.547
818,362.653,453.975
819,689.295,366.863
820,395.602,279.565
821,866.049,814.315
822,478.445,518.436
823,571.351,894.497
824,279.824,371.535
825,772.986,295.022
826,768.202,335.529
827,749.098,882.239
828,283.380,252.808
829,612.337,376.569
830,681.544,402.011
831,500.834,935.927
832,362.586,303.979
833,402.344,390.492
834,293.978,241.784
835,535.238,297.800
836,513.536,390.294
837,326.183,309.825
838,333.492,250.242
839,482.694,380.485
840,315.325,236.413
841,599.286,368.109
842,367.927,363.603
843,408.692,499.590
844,335.822,473.116
845,889.694,467.480
846,355.470,377.182
847,838.079,518.720
848,310.185,375.933
849,754.550,255.777
850,468.526,544.637
851,405.410,915.298
852,308.942,473.872
853,444.008,523.101
854,197.737,278.517
855,597.657,451.328
856,505.023,883.571
857,329.922,180.391
858,512.458,521.926
859,893.182,683.531
860,398.162,357.955
861,783.940,463.008
862,385.335,250.684
863,335.289,230.367
864,310.995,245.419
865,650.181,380.550
866,634.237,534.551
867,275.477,260.451
868,379.467,197.377
869,269.727,226.719
870,445.020,306.926
871,745.979,822.503
872,189.914,220.012
873,379.438,399.284
874,365.655,670.159
875,662.069,606.772
876,681.425,491.413
877,394.111,187.436
878,207.811,247.633
879,449.629,313.454
880,372.588,300.395
881,227.540,260.315
882,393.227,256.380
883,518.321,875.275
884,418.131,396.794
885,283.503,179.247
886,341.152,310.755
887,855.693,895.711
888,425.754,521.192
889,691.222,1017.066
890,449.960,487.723
891,516.192,393.414
892,678.891,861.816
893,336.394,395.010
894,296.594,259.470
895,331.936,351.955
896,261.201,137.256
897,325.571,306.915
898,829.951,360.931
899,618.951,460.192
900,330.918,251.795
901,516.969,219.157
902,989.942,502.013
903,315.461,320.471
904,690.321,875.599
905,999.557,715.437
906,970.718,282.651
907,231.973,201.633
908,427.558,832.351
909,913.952,291.353
910,326.624,403.761
911,491.601,345.864
912,657.233,915.892
913,399.696,279.131
914,666.596,496.934
915,950.895,780.213
916,368.702,226.245
917,286.305,67.789
918,334.048,426.992
919,438.226,203.763
920,683.595,1129.810
921,404.319,177.090
922,497.865,481.739
923,800.083,901.614
924,469.247,340.016
925,289.870,313.143
926,373.519,529.971
927,392.198,255.574
928,503.777,389.496
929,308.711,405.629
930,631.238,471.588
931,374.049,342.346
932,899.390,1036.647
933,921.975,649.762
934,329.462,325.337
935,777.869,560.196
936,594.714,259.770
937,239.193,184.382
938,850.400,336.786
939,505.236,495.952
940,439.791,364.336
941,405.968,364.573
942,729.867,363.272
943,465.200,800.063
944,613.425,839.288
945,611.516,336.009
946,558.961,675.509
947,467.890,270.073
948,413.759,262.467
949,798.665,415.641
950,422.346,644.075
951,357.725,191.187
952,365.770,237.924
953,525.602,802.986
954,520.769,871.610
955,777.000,785.121
956,526.558,466.223
957,912.128,474.082
958,966.247,570.638
959,335.273,282.302
960,282.345,221.074
961,493.674,448.511
962,866.069,411.177
963,315.652,397.437
964,402.319,670.817
965,279.128,337.775
966,309.144,267.276
967,452.358,494.207
968,824.453,883.213
969,316.674,184.911
970,506.524,343.675
971,382.417,352.776
972,523.089,259.877
973,745.972,290.562
974,835.964,437.309
975,450.400,341.749
976,617.733,543.647
977,798.778,550.299
978,501.144,481.665
979,437.576,314.971
980,949.827,1104.154
981,561.236,537.812
982,859.708,954.581
983,551.334,501.520
984,353.135,359.870
985,787.731,954.351
986,277.216,270.419
987,517.969,934.145
988,497.282,407.184
989,558.747,316.000
990,538.971,488.396
991,362.962,312.586
992,557.890,819.915
993,777.439,462.278
994,414.405,313.191
995,493.568,283.050
996,641.470,239.224
997,562.262,388.094
998,217.860,156.205
999,572.513,366.448
1000,641.511,948.765
1001,520.749,613.721
1002,243.377,147.151
1003,354.865,402.202
1004,541.308,472.031
1005,323.046,811.205
1006,934.574,357.774
1007,347.875,287.091
1008,201.767,247.981
1009,229.504,259.589
1010,655.205,868.597
1011,283.073,311.174
1012,979.699,486.027
1013,557.489,427.005
1014,911.195,488.840
1015,518.897,332.219
1016,890.316,582.560
1017,354.327,477.542
1018,211.606,275.878
1019,653.588,1076.787
1020,801.638,310.191
1021,293.971,319.021
1022,344.998,229.500
1023,471.202,391.768
1024,586.959,902.146
1025,233.602,262.738
1026,290.197,200.934
1027,794.256,269.589
1028,950.156,475.936
1029,540.210,174.805
1030,625.008,1007.189
1031,763.354,485.104
1032,456.010,203.122
1033,748.232,424.902
1034,395.987,296.845
1035,683.923,491.018
1036,564.886,754.425
1037,381.193,660.632
1038,262.314,237.257
1039,307.821,188.318
1040,275.225,161.137
1041,307.351,307.091
1042,449.006,301.646
1043,541.537,601.129
1044,916.113,328.034
1045,567.464,363.001
1046,406.723,333.277
1047,897.288,992.716
1048,981.302,899.100
1049,438.134,366.074
1050,178.390,249.879
1051,366.631,307.246
1052,324.329,201.947
1053,585.894,550.516
1054,545.423,211.927
1055,439.477,339.281
1056,336.110,276.139
1057,328.208,296.998
1058,657.451,349.046
1059,282.549,325.670
1060,996.854,268.089
1061,298.864,334.480
1062,407.710,443.094
1063,508.635,524.680
1064,656.881,876.935
1065,691.250,827.465
1066,869.801,901.518
1067,330.264,315.549
1068,416.153,300.122
1069,454.225,237.633
1070,706.974,391.227
1071,259.681,200.638
1072,257.098,217.009
1073,251.910,271.192
1074,380.181,159.900
1075,932.397,943.065
1076,296.891,175.307
1077,395.039,441.582
1078,714.523,395.423
1079,546.701,425.882
1080,473.210,244.462
1081,307.496,282.728
1082,268.328,138.919
1083,274.242,156.483
1084,576.828,878.748
1085,893.869,783.555
1086,691.229,359.063
1087,636.312,937.275
1088,361.302,415.360
1089,506.753,796.511
1090,300.582,170.887
1091,570.785,266.977
1092,437.586,388.988
1093,230.397,262.376
1094,862.950,996.907
1095,480.649,768.685
1096,716.278,336.778
1097,467.080,657.670
1098,240.829,243.208
1099,729.704,327.021
1100,373.507,456.835
1101,974.491,710.206
1102,232.693,271.325
1103,467.913,712.739
1104,352.847,240.920
1105,704.639,386.863
1106,608.901,420.247
1107,412.614,338.162
1108,340.247,228.701
1109,222.007,239.583
1110,322.160,316.049
1111,621.865,421.593
1112,583.644,836.652
1113,567.760,406.484
1114,578.731,944.619
1115,805.261,477.042
1116,598.299,303.016
1117,594.981,959.667
1118,596.820,470.065
1119,800.545,990.661
1120,952.529,498.445
1121,310.954,293.490
1122,251.085,111.758
1123,347.062,268.644
1124,505.711,843.547
1125,402.226,168.981
1126,391.230,384.125
1127,221.494,195.791
1128,319.944,189.019
1129,301.583,204.437
1130,259.121,178.606
1131,328.006,352.102
1132,676.343,961.901
1133,279.416,270.687
1134,947.296,405.945
1135,432.709,341.031
1136,423.669,370.321
1137,861.882,671.693
1138,294.721,290.512
1139,407.965,505.458
1140,515.027,936.598
1141,441.915,369.384
1142,320.043,414.675
1143,347.603,257.767
1144,859.242,456.574
1145,605.258,564.925
1146,460.905,344.353
1147,309.701,246.822
1148,238.011,197.335
1149,531.971,532.066
1150,274.870,311.377
1151,329.132,313.899
1152,247.037,138.895
1153,811.764,711.550
1154,354.904,319.098
1155,549.158,317.233
1156,200.187,257.151
1157,640.153,266.677
1158,396.939,549.190
1159,280.887,144.552
1160,308.777,309.887
1161,300.193,360.227
1162,479.931,341.983
1163,341.854,678.990
1164,267.222,914.778
1165,240.402,83.416
1166,669.669,362.636
1167,565.255,603.551
1168,324.510,320.458
1169,338.390,194.454
1170,493.505,302.407
1171,889.118,742.897
1172,417.173,271.233
1173,297.893,397.831
1174,361.919,275.136
1175,260.902,178.333
1176,764.408,623.672
1177,246.991,207.884
1178,289.324,406.826
1179,966.621,661.349
1180,379.649,400.102
1181,329.454,742.221
1182,425.958,200.074
1183,332.785,295.119
1184,714.441,978.027
1185,341.677,388.209
1186,358.198,305.526
1187,424.070,427.353
1188,770.214,219.657
1189,255.545,234.148
1190,427.167,371.739
1191,613.515,850.409
1192,430.822,457.651
1193,517.893,630.462
1194,492.229,529.509
1195,752.414,588.476
1196,475.652,444.557
1197,486.382,777.063
1198,465.110,156.143
1199,275.388,187.162
1200,454.216,679.542
1201,605.477,716.729
1202,554.997,447.126
1203,511.325,400.184
1204,262.107,249.133
1205,341.311,376.726
1206,323.472,290.251
1207,633.160,466.050
1208,626.916,1036.107
1209,521.467,981.011
1210,403.592,565.403
1211,370.005,278.886
1212,185.493,257.353
1213,331.543,140.420
1214,442.542,264.619
1215,590.885,412.360
1216,958.914,749.506
1217,584.764,955.033
1218,763.424,546.704
1219,263.126,347.410
1220,381.049,362.864
1221,926.862,908.908
1222,352.889,346.315
1223,927.473,387.950
1224,170.322,259.348
1225,307.303,275.348
1226,313.472,339.906
1227,429.646,518.315
1228,378.882,386.172
1229,836.582,900.666
1230,267.506,200.530
1231,355.605,298.247
1232,188.117,253.931
1233,445.805,375.359
1234,259.121,178.097
1235,276.502,291.777
1236,947.897,885.052
1237,358.550,272.847
1238,433.168,352.716
1239,345.465,267.827
1240,473.873,981.103
1241,359.065,147.386
1242,910.912,880.602
1243,256.805,296.920
1244,750.876,327.029
1245,812.859,1048.006
1246,273.655,257.384
1247,195.308,331.881
1248,544.116,531.117
1249,262.462,192.097
1250,300.779,290.503
1251,218.619,272.389
1252,451.368,239.478
1253,337.796,284.783
1254,740.655,706.918
1255,485.806,735.039
1256,299.920,310.803
1257,516.068,377.953
1258,410.028,206.484
1259,298.509,249.716
1260,451.636,275.323
1261,274.442,232.159
1262,482.782,717.582
1263,721.760,887.468
1264,190.199,319.108
1265,485.113,718.428
1266,594.748,949.514
1267,507.992,885.830
1268,366.526,514.512
1269,868.074,1024.390
1270,287.179,270.065
1271,375.073,304.711
1272,984.574,475.543
1273,241.935,219.824
1274,545.818,926.493
1275,412.839,349.106
1276,439.374,304.496
1277,528.526,268.583
1278,551.931,442.401
1279,726.934,406.196
1280,369.712,381.885
1281,289.614,205.679
1282,621.646,887.229
1283,923.946,906.732
1284,796.744,436.277
1285,235.308,281.876
1286,374.149,814.669
1287,398.197,508.812
1288,421.445,894.112
1289,328.361,159.119
1290,587.923,910.248
1291,700.964,782.311
1292,914.110,736.563
1293,340.932,303.451
1294,438.789,425.055
1295,665.307,774.591
1296,719.057,515.191
1297,559.031,466.700
1298,455.203,523.864
1299,259.776,239.454
1300,615.716,303.211
1301,313.427,330.324
1302,325.882,342.073
1303,258.141,238.368
1304,270.288,250.737
1305,930.296,414.603
1306,209.669,286.438
1307,567.826,252.162
1308,406.491,835.163
1309,492.664,231.341
1310,615.000,469.266
1311,886.872,367.853
1312,221.543,282.879
1313,387.765,342.219
1314,876.213,486.949
1315,310.249,346.004
1316,377.214,719.962
1317,249.468,235.203
1318,323.571,264.156
1319,485.578,404.774
1320,970.756,237.999
1321,317.096,359.636
1322,454.888,834.117
1323,304.925,430.273
1324,833.982,307.190
1325,755.327,986.479
1326,648.368,280.914
1327,381.761,323.771
1328,266.033,234.580
1329,817.328,967.974
1330,612.102,346.539
1331,574.247,743.773
1332,810.749,806.421
1333,245.582,164.949
1334,687.934,584.393
1335,301.587,211.109
1336,419.915,717.426
1337,989.700,684.720
1338,438.113,730.780
1339,343.402,287.819
1340,618.674,839.618
1341,265.192,261.196
1342,415.682,656.487
1343,300.081,215.453
1344,225.434,239.121
1345,748.467,948.315
1346,448.938,225.228
1347,621.439,657.551
1348,913.917,563.894
1349,440.742,585.718
1350,369.173,252.766
1351,305.932,275.613
1352,536.204,1054.362
1353,322.849,344.134
1354,677.772,517.806
1355,496.944,469.303
1356,706.919,610.147
1357,363.551,552.401
